S12A2_HUMAN
EF1G_HUMAN
VP9D1_HUMAN
ICAL_HUMAN
D6RBR1_HUMAN
D6RAA8_HUMAN
ETFA_HUMAN
H0YKF0_HUMAN
RIR2_HUMAN
RIR2B_HUMAN
RFOX1_HUMAN
RFOX2_HUMAN
DREB_HUMAN
WIPF2_HUMAN
DHB8_HUMAN
KCNH2_HUMAN
SEP11_HUMAN
SEPT7_HUMAN
SEPT7_HUMAN
SEP10_HUMAN
SEPT6_HUMAN
SEPT8_HUMAN
SEPT5_HUMAN
BTAF1_HUMAN
TTC4_HUMAN
HDA10_HUMAN
RBGPR_HUMAN
RYR2_HUMAN
RGPA1_HUMAN
RGPA2_HUMAN
ARAP1_HUMAN
ODPA_HUMAN
CAND2_HUMAN
CAND1_HUMAN
NP1L4_HUMAN
NP1L1_HUMAN
F8VVB5_HUMAN
B7Z9C2_HUMAN
TUB_HUMAN
PTPRK_HUMAN
Q5TG12_HUMAN
FRAS1_HUMAN
S39AB_HUMAN
MRP_HUMAN
SND1_HUMAN
SYNPO_HUMAN
SYNPO_HUMAN
DHR11_HUMAN
VINC_HUMAN
NDUV2_HUMAN
IDH3B_HUMAN
IDH3B_HUMAN
COPG2_HUMAN
COPG1_HUMAN
ANAG_HUMAN
ODPX_HUMAN
PALM2_HUMAN
PALM_HUMAN
AKAP2_HUMAN
AKAP2_HUMAN
ANR50_HUMAN
CH033_HUMAN
6PGL_HUMAN
XPO2_HUMAN
PURA_HUMAN
PURB_HUMAN
CI142_HUMAN
FEM1A_HUMAN
UN45B_HUMAN
CD248_HUMAN
KI20A_HUMAN
NEK7_HUMAN
NEK6_HUMAN
GLOD4_HUMAN
K6PP_HUMAN
K6PF_HUMAN
K6PL_HUMAN
POP1_HUMAN
AGK_HUMAN
WDR37_HUMAN
XIRP1_HUMAN
XIRP2_HUMAN
XIRP2_HUMAN
UBE3A_HUMAN
SPEG_HUMAN
Z3H7B_HUMAN
Z3H7A_HUMAN
RN169_HUMAN
NUMA1_HUMAN
NUMA1_HUMAN
VAMP5_HUMAN
TM231_HUMAN
PACN2_HUMAN
GRHPR_HUMAN
ARI4A_HUMAN
CMYA5_HUMAN
TPM1_HUMAN
TPM1_HUMAN
TPM2_HUMAN
TPM2_HUMAN
TPM4_HUMAN
TPM4_HUMAN
TPM3_HUMAN
TPM1_HUMAN
Q5VU58_HUMAN
Q5VU59_HUMAN
DNLI3_HUMAN
ZN462_HUMAN
AUXI_HUMAN
DUS3_HUMAN
RN213_HUMAN
VDAC3_HUMAN
E5RHE1_HUMAN
VDAC1_HUMAN
WIZ_HUMAN
M0QXA7_HUMAN
ASAP3_HUMAN
CN159_HUMAN
SMTN_HUMAN
B5MCI0_HUMAN
SIN3A_HUMAN
BD1L1_HUMAN
BOD1_HUMAN
TRPM7_HUMAN
KLH21_HUMAN
SRPK2_HUMAN
SRPK1_HUMAN
AP2A1_HUMAN
AP2A2_HUMAN
AP2A2_HUMAN
RCN1_HUMAN
PLXA1_HUMAN
PLXA4_HUMAN
PLXA2_HUMAN
PLXA3_HUMAN
SE1L1_HUMAN
AL4A1_HUMAN
PP12C_HUMAN
CE024_HUMAN
GOGA1_HUMAN
TMCO3_HUMAN
TOM1_HUMAN
RFC1_HUMAN
KNOP1_HUMAN
TPR_HUMAN
S20A2_HUMAN
S20A1_HUMAN
CPSM_HUMAN
PYR1_HUMAN
I5P1_HUMAN
NRSN2_HUMAN
BASP1_HUMAN
WBP2_HUMAN
E9PJD7_HUMAN
PRKRA_HUMAN
CCAR2_HUMAN
E5RFJ3_HUMAN
UAP1L_HUMAN
UAP1_HUMAN
EIF3B_HUMAN
MERL_HUMAN
A16A1_HUMAN
MAP1B_HUMAN
MAP1A_HUMAN
ADK_HUMAN
MROH1_HUMAN
PDIA5_HUMAN
LAMA1_HUMAN
LAMA2_HUMAN
DHX9_HUMAN
PTMA_HUMAN
SPG7_HUMAN
NCKP1_HUMAN
IDUA_HUMAN
AAK1_HUMAN
WDR70_HUMAN
TAGL_HUMAN
TAGL3_HUMAN
TAGL2_HUMAN
CLCA_HUMAN
TBC8B_HUMAN
GSTCD_HUMAN
CCND1_HUMAN
NXT1_HUMAN
F5H2F4_HUMAN
C1TM_HUMAN
SNX13_HUMAN
MARH6_HUMAN
KPCD_HUMAN
3BP2_HUMAN
METH_HUMAN
SVIL_HUMAN
F5H2Q5_HUMAN
PHF10_HUMAN
INT10_HUMAN
VPS18_HUMAN
PZRN3_HUMAN
RBM28_HUMAN
UBP8_HUMAN
K1468_HUMAN
PK3CB_HUMAN
MY18A_HUMAN
DNLI4_HUMAN
NRAP_HUMAN
NEBL_HUMAN
NEBU_HUMAN
LASP1_HUMAN
NEBL_HUMAN
DJC17_HUMAN
PRP6_HUMAN
PHB_HUMAN
PCID2_HUMAN
MSTO1_HUMAN
SCAPE_HUMAN
WDHD1_HUMAN
SCLY_HUMAN
GOGA2_HUMAN
B7ZC06_HUMAN
TTC37_HUMAN
SYVN1_HUMAN
IGBP1_HUMAN
KINH_HUMAN
KIF5C_HUMAN
TM1L2_HUMAN
B7Z2L7_HUMAN
K0930_HUMAN
PCDB8_HUMAN
PCDBA_HUMAN
PCDB2_HUMAN
PCDB5_HUMAN
PCDGI_HUMAN
PCDGG_HUMAN
PCDGK_HUMAN
CCNK_HUMAN
TB182_HUMAN
SEPT9_HUMAN
TYSD1_HUMAN
DJC28_HUMAN
FAS_HUMAN
ZN638_HUMAN
MOT1_HUMAN
VP13C_HUMAN
RTF2_HUMAN
NDUF4_HUMAN
COQ5_HUMAN
RPA49_HUMAN
RC3H1_HUMAN
RC3H2_HUMAN
SCOT1_HUMAN
NUB1_HUMAN
CLIP2_HUMAN
CLIP1_HUMAN
CLIP1_HUMAN
HNRPM_HUMAN
M0R019_HUMAN
M0QZM1_HUMAN
GALT2_HUMAN
GALT5_HUMAN
NECP2_HUMAN
SPS2L_HUMAN
SPS2L_HUMAN
TRRAP_HUMAN
EMC2_HUMAN
1433E_HUMAN
K7EM20_HUMAN
1433G_HUMAN
1433F_HUMAN
1433T_HUMAN
1433B_HUMAN
1433Z_HUMAN
E7ESK7_HUMAN
1433S_HUMAN
TNNC1_HUMAN
NPTXR_HUMAN
BCR_HUMAN
ABR_HUMAN
LMAN1_HUMAN
F5H1X8_HUMAN
NBEA_HUMAN
NBEA_HUMAN
CPT1A_HUMAN
CPT1B_HUMAN
DFFA_HUMAN
DFFA_HUMAN
K22E_HUMAN_contaminant
K2C6A_HUMAN_contaminant
DESM_HUMAN
K2C7_HUMAN_contaminant
K2C1_HUMAN_contaminant
K2C8_HUMAN_contaminant
AINX_HUMAN
K2C80_HUMAN_contaminant
K2C5_HUMAN_contaminant
VIME_HUMAN
KRT84_HUMAN_contaminant
SRRM2_HUMAN
DHSA_HUMAN
LG3BP_HUMAN
CAMP1_HUMAN
SYAM_HUMAN
G3P_HUMAN
LIPS_HUMAN
TAU_HUMAN
ANO6_HUMAN
SFR15_HUMAN
SCAF8_HUMAN
TMEM2_HUMAN
GCP6_HUMAN
AKAP1_HUMAN
IGSF3_HUMAN
DDX42_HUMAN
TM208_HUMAN
STK39_HUMAN
OXSR1_HUMAN
CC124_HUMAN
ENOPH_HUMAN
HUWE1_HUMAN
ITA3_HUMAN
CB072_HUMAN
NMD3_HUMAN
CNOT3_HUMAN
PPR3D_HUMAN
PROB1_HUMAN
BAG6_HUMAN
SYFB_HUMAN
UK114_HUMAN
DEOC_HUMAN
B2CL2_HUMAN
PABP2_HUMAN
ALPK3_HUMAN
TSYL5_HUMAN
KTN1_HUMAN
VATD_HUMAN
DDX20_HUMAN
HSP7E_HUMAN
RRP1_HUMAN
TPD52_HUMAN
RT28_HUMAN
GOLP3_HUMAN
GLP3L_HUMAN
SRCN1_HUMAN
DDX1_HUMAN
PGM5_HUMAN
K2013_HUMAN
LRC47_HUMAN
CMKMT_HUMAN
AMPL_HUMAN
CDC5L_HUMAN
RPGP1_HUMAN
FLNC_HUMAN
FLNB_HUMAN
FLNA_HUMAN
SF3B1_HUMAN
KS6B2_HUMAN
AKT2_HUMAN
AKT1_HUMAN
AKT3_HUMAN
KS6B1_HUMAN
HERC2_HUMAN
CENPB_HUMAN
RB6I2_HUMAN
RB6I2_HUMAN
ERC2_HUMAN
SYTM_HUMAN
EI2BE_HUMAN
MASP1_HUMAN
C1S_HUMAN
AFAD_HUMAN
AFAD_HUMAN
MDC1_HUMAN
MIA3_HUMAN
MACD2_HUMAN
PEX7_HUMAN
DGKZ_HUMAN
DGKI_HUMAN
RFA1_HUMAN
DLP1_HUMAN
GAK_HUMAN
OPA1_HUMAN
CGNL1_HUMAN
NB5R4_HUMAN
GLRX5_HUMAN
ASPC1_HUMAN
PRC2C_HUMAN
PRC2A_HUMAN
PRC2B_HUMAN
SPCS_HUMAN
JAGN1_HUMAN
RHPN2_HUMAN
RLA1_HUMAN
RLA2_HUMAN
NEB2_HUMAN
PGBM_HUMAN
RUVB2_HUMAN
HACD1_HUMAN
PHS2_HUMAN
PHS_HUMAN
RPA2_HUMAN
KLDC2_HUMAN
CHM4B_HUMAN
CHM4C_HUMAN
IPO4_HUMAN
NCAM1_HUMAN
NCAM1_HUMAN
IRGQ_HUMAN
MYO1B_HUMAN
PA2G4_HUMAN
PKHA5_HUMAN
TCPB_HUMAN
RAF1_HUMAN
ARAF_HUMAN
BRAF_HUMAN
GRL1A_HUMAN
MYZAP_HUMAN
TMCC1_HUMAN
MYOM1_HUMAN
MYOM1_HUMAN
SMU1_HUMAN
RBM14_HUMAN
RBM4B_HUMAN
RBM4_HUMAN
TONSL_HUMAN
TENA_HUMAN
TENA_HUMAN
TENA_HUMAN
RBP56_HUMAN
FUS_HUMAN
AT11C_HUMAN
AT11A_HUMAN
AT2B1_HUMAN
AT2B2_HUMAN
AT2B4_HUMAN
AT2B4_HUMAN
AT11B_HUMAN
PPR21_HUMAN
AFAP1_HUMAN
S12A6_HUMAN
S12A4_HUMAN
S12A7_HUMAN
S12A5_HUMAN
APT_HUMAN
TDRKH_HUMAN
ARRD1_HUMAN
CCD91_HUMAN
EEA1_HUMAN
MYH14_HUMAN
MYH7B_HUMAN
GOGA4_HUMAN
GOGA4_HUMAN
MYH10_HUMAN
MYH9_HUMAN
MYH2_HUMAN
MYH3_HUMAN
MYH6_HUMAN
MYH4_HUMAN
MYH8_HUMAN
MYH7_HUMAN
MYH11_HUMAN
MYH15_HUMAN
MYCT_HUMAN
ANM5_HUMAN
NPRL3_HUMAN
ABCA5_HUMAN
GP107_HUMAN
MID51_HUMAN
KLH24_HUMAN
AZI1_HUMAN
EXOC3_HUMAN
UBP34_HUMAN
PARD3_HUMAN
PAR3L_HUMAN
ITIH1_HUMAN
CP062_HUMAN
EHBP1_HUMAN
EH1L1_HUMAN
VMA5A_HUMAN
GO45_HUMAN
SIDT2_HUMAN
RAB24_HUMAN
MATN2_HUMAN
RNF13_HUMAN
FEM1B_HUMAN
NUFP2_HUMAN
PRDX6_HUMAN
JHD2C_HUMAN
KDM3B_HUMAN
KDM3A_HUMAN
DYN2_HUMAN
DYN1_HUMAN
DYN3_HUMAN
CC85C_HUMAN
SYCM_HUMAN
EMAL4_HUMAN
ISCU_HUMAN
DPYL3_HUMAN
DPYL4_HUMAN
DPYL1_HUMAN
DPYL2_HUMAN
TCOF_HUMAN
TCOF_HUMAN
FLRT2_HUMAN
CCNA2_HUMAN
AP1G1_HUMAN
AP1G2_HUMAN
SNAA_HUMAN
SNAB_HUMAN
RHG17_HUMAN
RHG44_HUMAN
GTL3B_HUMAN
DHPR_HUMAN
ATS7_HUMAN
NEUA_HUMAN
ZN598_HUMAN
H3BQQ2_HUMAN
ADHX_HUMAN
KPB2_HUMAN
KPB1_HUMAN
GLYM_HUMAN
GLYC_HUMAN
E9PC62_HUMAN
CELF1_HUMAN
E9PSH0_HUMAN
EPS8_HUMAN
SMRC1_HUMAN
SMRC2_HUMAN
SMRC2_HUMAN
GCP3_HUMAN
SYHC_HUMAN
SYHM_HUMAN
F8WB05_HUMAN
ATX2L_HUMAN
ATX2_HUMAN
H3BUF6_HUMAN
XRN2_HUMAN
HEBP1_HUMAN
ANKR1_HUMAN
PPR3E_HUMAN
SYMPK_HUMAN
SFSWA_HUMAN
KBL_HUMAN
SMBP2_HUMAN
M3K6_HUMAN
SNPC5_HUMAN
NAA10_HUMAN
CAPS2_HUMAN
CAPS1_HUMAN
H7C4P2_HUMAN
MENTO_HUMAN
ZN706_HUMAN
WASL_HUMAN
UBE2O_HUMAN
K7ES11_HUMAN
RBM33_HUMAN
SPTN1_HUMAN
SPTN1_HUMAN
RPP30_HUMAN
GAS1_HUMAN
SYEP_HUMAN
SYQ_HUMAN
LIPB2_HUMAN
LIPB1_HUMAN
GALNS_HUMAN
ARSA_HUMAN
PKP2_HUMAN
NALP2_HUMAN
NALP7_HUMAN
2A5B_HUMAN
2A5A_HUMAN
2A5E_HUMAN
HNRLL_HUMAN
HNRPL_HUMAN
ECH1_HUMAN
RPA1_HUMAN
RPC1_HUMAN
LIMS1_HUMAN
LIMS2_HUMAN
DNJC3_HUMAN
GDF15_HUMAN
PTN23_HUMAN
P85B_HUMAN
P55G_HUMAN
P85A_HUMAN
KIF2A_HUMAN
KIF2A_HUMAN
KIF2C_HUMAN
DCTP1_HUMAN
AP4A_HUMAN
RS25_HUMAN
NPA1P_HUMAN
MP2K7_HUMAN
PAK4_HUMAN
PALLD_HUMAN
PALLD_HUMAN
MYPN_HUMAN
FOXO3_HUMAN
PITM1_HUMAN
K319L_HUMAN
DIM1_HUMAN
THIM_HUMAN
K7ER88_HUMAN
AIFM1_HUMAN
2A5G_HUMAN
2A5G_HUMAN
2A5D_HUMAN
ATF6A_HUMAN
XPO7_HUMAN
HSPB2_HUMAN
NOLC1_HUMAN
KLH30_HUMAN
CSN2_HUMAN
SPF45_HUMAN
PRC1_HUMAN
PSD11_HUMAN
LXN_HUMAN
TBB6_HUMAN
TBB3_HUMAN
TBB2A_HUMAN
TBB2B_HUMAN
TBB5_HUMAN
TBB4B_HUMAN
TBB4A_HUMAN
TBB1_HUMAN
WFS1_HUMAN
VANG1_HUMAN
P5CS_HUMAN
MTMR5_HUMAN
MTMR1_HUMAN
MTMR2_HUMAN
MTMRD_HUMAN
RHOF_HUMAN
ILVBL_HUMAN
ERG1_HUMAN
NAA40_HUMAN
GCST_HUMAN
IMMT_HUMAN
IMMT_HUMAN
IMMT_HUMAN
CTNB1_HUMAN
PLAK_HUMAN_contaminant
K1C19_HUMAN_contaminant
K1C14_HUMAN_contaminant
K1C10_HUMAN_contaminant
K1C16_HUMAN_contaminant
K1C13_HUMAN_contaminant
K1C18_HUMAN_contaminant
K1C17_HUMAN_contaminant
K1C12_HUMAN_contaminant
ICMT_HUMAN
PGM2_HUMAN
AP2B1_HUMAN
AP1B1_HUMAN
AP1B1_HUMAN
ARHL1_HUMAN
ADPRH_HUMAN
PI5PA_HUMAN
C9JWC3_HUMAN
C9JG84_HUMAN
SRBS1_HUMAN
H7BZX1_HUMAN
SRBS2_HUMAN
SRBS2_HUMAN
SRBS2_HUMAN
SRBS1_HUMAN
SRBS1_HUMAN
S4R303_HUMAN
RAI14_HUMAN
MOCS1_HUMAN
COG6_HUMAN
ABCF1_HUMAN
Q5STZ8_HUMAN
TFCP2_HUMAN
UBIP1_HUMAN
SNX29_HUMAN
ZN532_HUMAN
ZN592_HUMAN
ROBO1_HUMAN
LUZP1_HUMAN
PSA2_HUMAN
P66B_HUMAN
P66A_HUMAN
ATP23_HUMAN
HOT_HUMAN
RECQ1_HUMAN
CY1_HUMAN
THUM3_HUMAN
FA13A_HUMAN
TTYH3_HUMAN
SPB1_HUMAN
ZMYM4_HUMAN
HYOU1_HUMAN
SH3B4_HUMAN
STK24_HUMAN
STK25_HUMAN
MST4_HUMAN
Q8NBY1_HUMAN
HIP1R_HUMAN
HIP1_HUMAN
NDUS3_HUMAN
NEUL4_HUMAN
DTNA_HUMAN
DTNB_HUMAN
DTNA_HUMAN
SYDE1_HUMAN
PCAT1_HUMAN
ECHB_HUMAN
ARI3A_HUMAN
DDX27_HUMAN
NPTN_HUMAN
NPTN_HUMAN
NIBL1_HUMAN
ZFP91_HUMAN
GCDH_HUMAN
RNF25_HUMAN
H1X_HUMAN
NONO_HUMAN
PSPC1_HUMAN
OBSCN_HUMAN
H3BPX2_HUMAN
NU214_HUMAN
RILP_HUMAN
PYGL_HUMAN
PYGB_HUMAN
PYGM_HUMAN
SAMD1_HUMAN
GPTC2_HUMAN
SHRM3_HUMAN
SHRM2_HUMAN
STAU1_HUMAN
STAU1_HUMAN
STAU2_HUMAN
STAU2_HUMAN
MEPCE_HUMAN
NDUV3_HUMAN
NDUV3_HUMAN
SMRD3_HUMAN
SMRD1_HUMAN
MYO1E_HUMAN
UBR4_HUMAN
PP2BB_HUMAN
PP2BA_HUMAN
PP2BC_HUMAN
FCSD2_HUMAN
CYTSB_HUMAN
SLK_HUMAN
STK10_HUMAN
KKCC2_HUMAN
VKGC_HUMAN
NU155_HUMAN
CHCH2_HUMAN
CUX1_HUMAN
CASP_HUMAN
BAG3_HUMAN
WIBG_HUMAN
MINT_HUMAN
RED_HUMAN
ERF3A_HUMAN
ERF3B_HUMAN
F1892_HUMAN
LTV1_HUMAN
SON_HUMAN
DOCK7_HUMAN
DOCK6_HUMAN
PHF23_HUMAN
S19A1_HUMAN
IFT57_HUMAN
TALDO_HUMAN
NFIC_HUMAN
NFIB_HUMAN
NFIA_HUMAN
DCUP_HUMAN
DIDO1_HUMAN
TRA2B_HUMAN
TRA2A_HUMAN
ALDOA_HUMAN
ALDOC_HUMAN
J3QKP5_HUMAN
MTUS2_HUMAN
MTUS2_HUMAN
CBS_HUMAN
DNJC2_HUMAN
RRP12_HUMAN
AQR_HUMAN
ETFD_HUMAN
RL32_HUMAN
HXK1_HUMAN
HXK2_HUMAN
LAMB2_HUMAN
ACAD8_HUMAN
DLDH_HUMAN
NCOA1_HUMAN
B4GT7_HUMAN
CCDC6_HUMAN
VPP3_HUMAN
VPP2_HUMAN
VPP1_HUMAN
LAMB1_HUMAN
E7EPA6_HUMAN
ZN428_HUMAN
Q71TU5_HUMAN
KC1A_HUMAN
ARIP4_HUMAN
PB1_HUMAN
HMGCL_HUMAN
DD19B_HUMAN
DD19A_HUMAN
HSPB3_HUMAN
LDB3_HUMAN
LDB3_HUMAN
LDB3_HUMAN
NSF_HUMAN
SMCE1_HUMAN
SMCE1_HUMAN
CIP4_HUMAN
CIP4_HUMAN
SOGA1_HUMAN
SOGA2_HUMAN
CCD50_HUMAN
FUBP3_HUMAN
FUBP2_HUMAN
FUBP1_HUMAN
FUBP1_HUMAN
A2MG_HUMAN
PZP_HUMAN
SPDLY_HUMAN
TIGAR_HUMAN
JIP2_HUMAN
CC120_HUMAN
OGFR_HUMAN
TBCD_HUMAN
CDV3_HUMAN
C170B_HUMAN
CE170_HUMAN
CE170_HUMAN
C170L_HUMAN
ADAS_HUMAN
H2AY_HUMAN
H2AW_HUMAN
4ET_HUMAN
BACH_HUMAN
SDCG8_HUMAN
DDRGK_HUMAN
KAP3_HUMAN
KAP2_HUMAN
TGFA1_HUMAN
PP6R2_HUMAN
GCP2_HUMAN
CPIN1_HUMAN
TENS1_HUMAN
TENS3_HUMAN
E7ERH1_HUMAN
MET22_HUMAN
PARP9_HUMAN
OSBP2_HUMAN
OSBP1_HUMAN
ITSN2_HUMAN
ITSN1_HUMAN
SLMAP_HUMAN
SLMAP_HUMAN
3BP5_HUMAN
KDM4B_HUMAN
KDM4A_HUMAN
AF17_HUMAN
FA21A_HUMAN
FA21C_HUMAN
ANXA4_HUMAN
ANXA5_HUMAN
ACSF2_HUMAN
CO7_HUMAN
SYVC_HUMAN
ARVC_HUMAN
SP16H_HUMAN
GBF1_HUMAN
AMOL2_HUMAN
GOGA3_HUMAN
MBOA7_HUMAN
TM131_HUMAN
INF2_HUMAN
PDIA3_HUMAN
H7BZJ3_HUMAN
PPP5_HUMAN
KANK1_HUMAN
KANK2_HUMAN
MYCB2_HUMAN
EVL_HUMAN
GCN1L_HUMAN
CTND2_HUMAN
PKP4_HUMAN
SCAM2_HUMAN
GOGA5_HUMAN
CCNT1_HUMAN
CCNT2_HUMAN
MAP1S_HUMAN
ZN652_HUMAN
ZBT47_HUMAN
KKCC1_HUMAN
SENP7_HUMAN
SENP6_HUMAN
BRD4_HUMAN
BRD3_HUMAN
BRD2_HUMAN
PPAC3_HUMAN
LAMA4_HUMAN
SGPL1_HUMAN
DSG2_HUMAN
STRAP_HUMAN
S11IP_HUMAN
STBD1_HUMAN
TIF1B_HUMAN
SP130_HUMAN
IASPP_HUMAN
MPRIP_HUMAN
TARA_HUMAN
TMF1_HUMAN
CDC73_HUMAN
ABT1_HUMAN
NID1_HUMAN
NID2_HUMAN
NID2_HUMAN
LRP8_HUMAN
MY18B_HUMAN
OGT1_HUMAN
MCCB_HUMAN
DI3L2_HUMAN
TTC26_HUMAN
E41L5_HUMAN
AKA12_HUMAN
GLE1_HUMAN
SERPH_HUMAN
SMC1A_HUMAN
STRA6_HUMAN
AAGAB_HUMAN
OPHN1_HUMAN
F5H2E3_HUMAN
OXND1_HUMAN
TRUB2_HUMAN
DCNL1_HUMAN
DCNL2_HUMAN
T131L_HUMAN
NUCB2_HUMAN
MECP2_HUMAN
GALK2_HUMAN
DYHC1_HUMAN
CSPG2_HUMAN
F177A_HUMAN
ADDB_HUMAN
ADDA_HUMAN
PPWD1_HUMAN
MYPC3_HUMAN
SYP2L_HUMAN
APOE_HUMAN
GGT1_HUMAN
CMC1_HUMAN
CMC2_HUMAN
UBA1_HUMAN
NOC2L_HUMAN
ZC11A_HUMAN
EDC3_HUMAN
PARP4_HUMAN
FAT1_HUMAN
FAT3_HUMAN
DECR2_HUMAN
AIMP2_HUMAN
DZIP3_HUMAN
METK2_HUMAN
METK1_HUMAN
GOLI4_HUMAN
R3GEF_HUMAN
BRE1A_HUMAN
BRE1B_HUMAN
OSBL5_HUMAN
OSBL8_HUMAN
IFFO1_HUMAN
CH60_HUMAN
TBCC_HUMAN
FKB15_HUMAN
FKB15_HUMAN
IMB1_HUMAN
PSMD1_HUMAN
EWS_HUMAN
H7BY36_HUMAN
HYES_HUMAN
FR1OP_HUMAN
J3QRV5_HUMAN
DHRS3_HUMAN
PDS5A_HUMAN
PDS5B_HUMAN
PDC6I_HUMAN
TEP1_HUMAN
SERC3_HUMAN
SERC1_HUMAN
THOC4_HUMAN
DDX21_HUMAN
DDX50_HUMAN
BDH2_HUMAN
S27A6_HUMAN
HEM2_HUMAN
WDR7_HUMAN
ITA7_HUMAN
SF3B2_HUMAN
FA84B_HUMAN
UBP38_HUMAN
PRP8_HUMAN
ENAH_HUMAN
HS12A_HUMAN
FBW1A_HUMAN
FBW1B_HUMAN
TPRN_HUMAN
AT1A3_HUMAN
AT1A1_HUMAN
AT1A2_HUMAN
COIA1_HUMAN
CLIP4_HUMAN
ARMX2_HUMAN
ENOB_HUMAN
ENOA_HUMAN
ENOG_HUMAN
PGK1_HUMAN
PGK2_HUMAN
MANBL_HUMAN
SRFB1_HUMAN
PSN1_HUMAN
PSN2_HUMAN
NOL7_HUMAN
UBAC1_HUMAN
MUTA_HUMAN
ZFY16_HUMAN
PRSR2_HUMAN
AKA11_HUMAN
SYSM_HUMAN
FBX17_HUMAN
NUCL_HUMAN
GSHR_HUMAN
EBP_HUMAN
LCMT2_HUMAN
ZCCHV_HUMAN
PAR12_HUMAN
ZCCHV_HUMAN
FINC_HUMAN
ATRX_HUMAN
H0YHG0_HUMAN
UMPS_HUMAN
NAV1_HUMAN
DHB4_HUMAN
ACADM_HUMAN
MA2B2_HUMAN
IRS1_HUMAN
PRDM2_HUMAN
LRP1_HUMAN
FLOT1_HUMAN
RBP1_HUMAN
YKT6_HUMAN
LMNA_HUMAN
LMNA_HUMAN
LMNB1_HUMAN
LMNB2_HUMAN
SSDH_HUMAN
CDAN1_HUMAN
PEPL_HUMAN
ADT2_HUMAN
ADT3_HUMAN
ADT1_HUMAN
ADT4_HUMAN
CHD4_HUMAN
CHD3_HUMAN
ANXA1_HUMAN
TT39A_HUMAN
QCR2_HUMAN
SYRC_HUMAN
GT251_HUMAN
GT252_HUMAN
UBP15_HUMAN
UBP4_HUMAN
UBP11_HUMAN
S23IP_HUMAN
UBE4B_HUMAN
ARGL1_HUMAN
GBB1_HUMAN
GBB2_HUMAN
GBB4_HUMAN
VPS35_HUMAN
K132L_HUMAN
QORL1_HUMAN
AZI2_HUMAN
LZTR1_HUMAN
TTC28_HUMAN
TRAK1_HUMAN
RAD_HUMAN
GEM_HUMAN
CO6A3_HUMAN
NEU1B_HUMAN
TRM2A_HUMAN
TRIM2_HUMAN
NET1_HUMAN
PLOD2_HUMAN
PERQ2_HUMAN
DDX41_HUMAN
